id,name,url,img_url,category,location,booked_counts,discount_percentage,item_count,page_count,created_dt,last_updated_dt,zeroflag
2277,"Cin Cin Tomyum Restaurant (Kuantan)",http://offpeak.my/restaurant/2277/cin-cin-tomyum-restaurant-kuantan,http://offpeak.my/assets/restaurant/2277/gallery/ab6421c0a78b2b965cdafaf68be6d0f9_sq.png,Thai,Pahang,39,20%,1,21,"2017-04-28 11:52:24","2017-04-28 11:52:24",0
2279,"T@ Time Station (Kuantan)",http://offpeak.my/restaurant/2279/tat-time-station-kuantan,http://offpeak.my/assets/restaurant/2279/gallery/375eda495a8e96e141b9015d6d55d087_sq.jpg,Fusion,Pahang,452,0%,8,2,"2017-04-28 11:52:07","2017-04-28 11:52:07",0
2280,"Restoran Camca Tomyam (Subang Jaya)",http://offpeak.my/restaurant/2280/restoran-camca-tomyam-subang-jaya,http://offpeak.my/assets/restaurant/2280/gallery/7ca4589129dd52c48634429394b0e074_sq.jpg,Thai,Selangor,11,20%,20,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2286,"Mcstanley Coffee (Puchong)",http://offpeak.my/restaurant/2286/mcstanley-coffee-puchong,http://offpeak.my/assets/restaurant/2286/gallery/801f00a75a463cfa30b16fc60a3302e6_sq.jpg,Café,Bistro,108,20%,16,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2287,"Coffee Bear Cafe (Melaka)",http://offpeak.my/restaurant/2287/coffee-bear-cafe-melaka,http://offpeak.my/assets/restaurant/2287/gallery/cb184807585ecec677271939fb96256f_sq.jpg,Fusion,Malacca,62,30%,18,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2296,"Milkybites By Babyjumi (PJ)",http://offpeak.my/restaurant/2296/milkybites-by-babyjumi-pj,http://offpeak.my/assets/restaurant/2296/gallery/3c6238696f3d349c1de80b122530ddb4_sq.jpg,Bakery,Selangor,12,20%,14,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2297,"Le Bistro 33 (Taipan Business Centre)",http://offpeak.my/restaurant/2297/le-bistro-33-taipan-business-centre,http://offpeak.my/assets/restaurant/2297/gallery/18030503a8af3310963877b7b015143b_sq.jpg,Western,Selangor,287,25%,13,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2298,"Toastina Café & Bar (At the Row)",http://offpeak.my/restaurant/2298/toastina-cafe-bar-at-the-row,http://offpeak.my/assets/restaurant/2298/gallery/c4b7349be440d108616f228c6ae75796_sq.jpg,Café,Bistro,56,15%,12,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2299,"Fruitnity Plus (JB)",http://offpeak.my/restaurant/2299/fruitnity-plus-jb,http://offpeak.my/assets/restaurant/2299/gallery/8482a99ecd5d43df3e5cd6f3ebe95911_sq.jpg,Dessert,Johor,143,20%,11,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2300,"The Metallic Kitchen (JB)",http://offpeak.my/restaurant/2300/the-metallic-kitchen-jb,http://offpeak.my/assets/restaurant/2300/gallery/16f7f56550130a0a40bad50df27aee79_sq.jpg,Western,Johor,285,20%,10,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2301,"Kampong Kravers (Atria Shopping Gallery)",http://offpeak.my/restaurant/2301/kampong-kravers-atria-shopping-gallery,http://offpeak.my/assets/restaurant/2301/gallery/049fd5346040b7e17a289a266f3f614e_sq.JPG,"Malaysia Fusion",Selangor,464,30%,8,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2302,"Kampong Kravers (Sunway Putra Mall)",http://offpeak.my/restaurant/2302/kampong-kravers-sunway-putra-mall,http://offpeak.my/assets/restaurant/2302/gallery/875e5c122bb5b1799c67dd3612ab63c0_sq.JPG,"Malaysia Fusion","Kuala Lumpur",98,30%,7,20,"2017-04-28 11:52:23","2017-04-28 12:10:18",0
2303,"Kampong Kravers (Empire Shopping Gallery)",http://offpeak.my/restaurant/2303/kampong-kravers-empire-shopping-gallery,http://offpeak.my/assets/restaurant/2303/gallery/bd51186aaea2e2c8f9e2995be6fd19e3_sq.JPG,"Malaysia Fusion",Selangor,79,30%,6,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2304,"Kampong Kravers (Nu Sentral Mall)",http://offpeak.my/restaurant/2304/kampong-kravers-nu-sentral-mall,http://offpeak.my/assets/restaurant/2304/gallery/ca65df94b0b28f3cbd76677ad6a6589a_sq.JPG,"Malaysia Fusion","Kuala Lumpur",153,30%,5,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2312,"Broad Bean Cafe (Aman Suria)",http://offpeak.my/restaurant/2312/broad-bean-cafe-aman-suria,http://offpeak.my/assets/restaurant/2312/gallery/6b4f9a5d2403cf4bed3f6d5054a39a4c_sq.jpg,Café,Bistro,37,15%,4,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2314,"Summer Kitchen (JB)",http://offpeak.my/restaurant/2314/summer-kitchen-jb,http://offpeak.my/assets/restaurant/2314/gallery/e049855b5637c08bfdb8ddbdb21043d5_sq.jpg,Asian,Johor,78,15%,3,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2315,"Donkey & Crow Irish Pub (Jln Tun Razak)",http://offpeak.my/restaurant/2315/donkey-crow-irish-pub-jln-tun-razak,http://offpeak.my/assets/restaurant/2315/gallery/1836e960195dfdea3ba375f5f5f308bb_sq.jpg,Fusion,"Kuala Lumpur",22,20%,13,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2317,"Hui Lau Shan 许留山 (Setapak Central)",http://offpeak.my/restaurant/2317/hui-lau-shan-setapak-central,http://offpeak.my/assets/restaurant/2317/gallery/3f936f1d8ad39be4582841775aa2118a_sq.jpg,Dessert,"Kuala Lumpur",130,40%,2,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2318,"Hui Lau Shan 许留山 (Empire Shopping Gallery)",http://offpeak.my/restaurant/2318/hui-lau-shan-empire-shopping-gallery,http://offpeak.my/assets/restaurant/2318/gallery/b0e014926110477b64ad2cdadd3471bc_sq.jpg,Dessert,Selangor,23,40%,1,20,"2017-04-28 11:52:23","2017-04-28 11:52:23",0
2320,"Patin Place (Puchong)",http://offpeak.my/restaurant/2320/patin-place-puchong,http://offpeak.my/assets/restaurant/2320/gallery/93df9211883f70ff20903ca1a276fcc7_sq.jpg,Fusion,Selangor,10,10%,14,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2321,"Restaurant Yit Foh 益和云吞面 (Tmn Molek, JB)",http://offpeak.my/restaurant/2321/restaurant-yit-foh-tmn-molek-jb,http://offpeak.my/assets/restaurant/2321/gallery/afc8ebb82f00afae535dd7c2ef01d19f_sq.jpg,Chinese,Johor,370,20%,20,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2322,"Tulip by That Latte Place (Sunway Pyramid)",http://offpeak.my/restaurant/2322/tulip-by-that-latte-place-sunway-pyramid,http://offpeak.my/assets/restaurant/2322/gallery/871363a43b6edfe2bbce8da90e6051b5_sq.jpg,Café,Bistro,621,10%,15,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2323,"Sea Park Dessert (Taman OUG)",http://offpeak.my/restaurant/2323/sea-park-dessert-taman-oug,http://offpeak.my/assets/restaurant/2323/gallery/d899d12b44935204dcdfbc4b452156db_sq.jpg,Chinese,"Wilayah Persekutuan",452,30%,19,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2327,"MYNY Cafe (Taman Tas)",http://offpeak.my/restaurant/2327/myny-cafe-taman-tas,http://offpeak.my/assets/restaurant/2327/gallery/14888f7ed91699082f1808b90351425a_sq.JPG,Western,Pahang,102,15%,18,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2328,"MYNY Cafe (Air Putih)",http://offpeak.my/restaurant/2328/myny-cafe-air-putih,http://offpeak.my/assets/restaurant/2328/gallery/0742dd08fdacd4e7324ad5f3cdb2eef3_sq.jpg,Western,Pahang,170,15%,17,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2329,"MYNY Cafe (Indera Mahkota)",http://offpeak.my/restaurant/2329/myny-cafe-indera-mahkota,http://offpeak.my/assets/restaurant/2329/gallery/3f2ad0bd9d7730be865935d8d9e090b6_sq.jpg,Western,Pahang,275,15%,16,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2331,"Rak Somtam (KD)",http://offpeak.my/restaurant/2331/rak-somtam-kd,http://offpeak.my/assets/restaurant/2331/gallery/d886a57f837b8a4060fea873cf9f94c3_sq.jpg,Thai,Selangor,276,10%,10,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2333,"Rakshee Cafe (KD)",http://offpeak.my/restaurant/2333/rakshee-cafe-kd,http://offpeak.my/assets/restaurant/2333/gallery/8784ba5a96cbcc0adf04a2d03fe7d17e_sq.jpg,Malay,Selangor,165,10%,12,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2334,"Cafe Six Seasons (Kuchai Lama)",http://offpeak.my/restaurant/2334/cafe-six-seasons-kuchai-lama,http://offpeak.my/assets/restaurant/2334/gallery/84b45e15d31bfc4e45bc0889321ba6c5_sq.jpg,Fusion,"Wilayah Persekutuan",178,20%,11,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2335,"Bali & Spice (Da Men Mall)",http://offpeak.my/restaurant/2335/bali-spice-da-men-mall,http://offpeak.my/assets/restaurant/2335/gallery/6db745a142c2f8378f938adc9656cb7c_sq.jpg,Balinese,Selangor,1672,20%,7,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2338,"Summer at 17c Cafe (Cheras)",http://offpeak.my/restaurant/2338/summer-at-17c-cafe-cheras,http://offpeak.my/assets/restaurant/2338/gallery/1fe26a7bea5f732a1614972b59b7c23f_sq.jpg,Western,"Kuala Lumpur",388,10%,10,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2341,"Ploy (Publika)",http://offpeak.my/restaurant/2341/ploy-publika,http://offpeak.my/assets/restaurant/2341/gallery/ac0679b64314ee99b0082ac221d4580f_sq.jpg,Fusion,"Kuala Lumpur",1114,20%,9,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2342,"Tsujiri (Damansara Uptown)",http://offpeak.my/restaurant/2342/tsujiri-damansara-uptown,http://offpeak.my/assets/restaurant/2342/gallery/85f8088b4831acef152316aafe883daa_sq.jpg,Dessert,Selangor,298,10%,8,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2343,"Traders Bar (Damansara Perdana)",http://offpeak.my/restaurant/2343/traders-bar-damansara-perdana,http://offpeak.my/assets/restaurant/2343/gallery/db40c96957c015cfa8bf33fde837645d_sq.png,"Pub & Bar",Selangor,4,15%,10,10,"2017-04-28 11:52:14","2017-04-28 11:52:14",0
2345,"EasyRest Cafe (Selera Pantai Timur)",http://offpeak.my/restaurant/2345/easyrest-cafe-selera-pantai-timur,http://offpeak.my/assets/restaurant/2345/gallery/cd52ba585fbdaa5facd63724e3229dd3_sq.jpg,Malay,Selangor,0,10%,6,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",1
2346,"KimchiHaru (Jaya One)",http://offpeak.my/restaurant/2346/kimchiharu-jaya-one,http://offpeak.my/assets/restaurant/2346/gallery/5ee9b1b6d0fd90e2ec75b7e139877371_sq.jpg,Korean,Selangor,708,20%,5,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2347,"KimchiHaru (SS15)",http://offpeak.my/restaurant/2347/kimchiharu-ss15,http://offpeak.my/assets/restaurant/2347/gallery/e99f9cd58f63af91f115589150d689d2_sq.jpg,Korean,Selangor,574,20%,4,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2349,"Yum Cha Cafe (KL)",http://offpeak.my/restaurant/2349/yum-cha-cafe-kl,http://offpeak.my/assets/restaurant/2349/gallery/d4b0cb4d9c5096efe682476ba24f4906_sq.jpg,Café,Bistro,103,40%,3,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2351,"Malaya Hainan (KL)",http://offpeak.my/restaurant/2351/malaya-hainan-kl,http://offpeak.my/assets/restaurant/2351/gallery/10e13cd1cba0db2a782dc16714221db7_sq.jpg,Fusion,"Kuala Lumpur",31,15%,15,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2352,"Froggy Cafe (KL)",http://offpeak.my/restaurant/2352/froggy-cafe-kl,http://offpeak.my/assets/restaurant/2352/gallery/c7058728dc3f7b9ad9da9c97081ae980_sq.png,Asian,"Kuala Lumpur",38,10%,1,19,"2017-04-28 11:52:22","2017-04-28 11:52:22",0
2353,"Black Bull (Mid Valley)",http://offpeak.my/restaurant/2353/black-bull-mid-valley,http://offpeak.my/assets/restaurant/2353/gallery/4716f228c76f9ce777bddbf92b796b14_sq.jpg,Western,"Kuala Lumpur",323,20%,19,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2354,"Kedai Menjaja (Kuantan)",http://offpeak.my/restaurant/2354/kedai-menjaja-kuantan,http://offpeak.my/assets/restaurant/2354/gallery/85256aa682464364ad3d4767bf384a51_sq.jpg,Local,Pahang,0,20%,18,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",1
2355,"Arabesque (China Town, Jln Petaling)",http://offpeak.my/restaurant/2355/arabesque-china-town-jln-petaling,http://offpeak.my/assets/restaurant/2355/gallery/3b39708e05e42ff839c1f3aeaff0d9bd_sq.jpg,Arabian,"Kuala Lumpur",85,20%,17,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2356,"Weng Kee Prawn Noodle (KL)",http://offpeak.my/restaurant/2356/weng-kee-prawn-noodle-kl,http://offpeak.my/assets/restaurant/2356/gallery/3742623e890f40d9209110237d0e1761_sq.png,Chinese,"Kuala Lumpur",5,10%,20,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2357,"Mama Noura (Cyberjaya)",http://offpeak.my/restaurant/2357/mama-noura-cyberjaya,http://offpeak.my/assets/restaurant/2357/gallery/607152dd0ae166888a2122c80e918458_sq.jpg,"Middle Eastern",Selangor,81,20%,16,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2359,"Cor Blimey (SS15)",http://offpeak.my/restaurant/2359/cor-blimey-ss15,http://offpeak.my/assets/restaurant/2359/gallery/8a925fa987c21b09a836048e45338633_sq.jpg,Western,Selangor,359,20%,14,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2360,"Sangkaya (Kota Kemuning)",http://offpeak.my/restaurant/2360/sangkaya-kota-kemuning,http://offpeak.my/assets/restaurant/2360/gallery/51eb801aefb77e49256ec81ddb3c24ad_sq.jpg,Dessert,Selangor,56,20%,13,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2361,"Hanz Kitchen @ The Food Bank (KD)",http://offpeak.my/restaurant/2361/hanz-kitchen-at-the-food-bank-kd,http://offpeak.my/assets/restaurant/2361/gallery/321a28f6816f7be46655309eaf14f1d9_sq.png,Fusion,Selangor,5,10%,12,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2362,"Patin Pak Usop @ The Food Bank (KD)",http://offpeak.my/restaurant/2362/patin-pak-usop-at-the-food-bank-kd,http://offpeak.my/assets/restaurant/2362/gallery/72314a050cc800b60ade4ba67bc831ca_sq.jpg,Fusion,Selangor,0,10%,11,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",1
2363,"Harvest Cafe & Diner (Cyberjaya)",http://offpeak.my/restaurant/2363/harvest-cafe-diner-cyberjaya,http://offpeak.my/assets/restaurant/2363/gallery/4a7be3627894c9377001d3f3795ac45b_sq.jpg,Western,Selangor,183,15%,10,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2364,"Pasal Pisang @ The Food Bank (KD)",http://offpeak.my/restaurant/2364/pasal-pisang-at-the-food-bank-kd,http://offpeak.my/assets/restaurant/2364/gallery/773107571e7aa99fc4b551b7c4956a51_sq.jpg,Dessert,Selangor,55,20%,9,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2365,"Churros @ The Food Bank (KD)",http://offpeak.my/restaurant/2365/churros-at-the-food-bank-kd,http://offpeak.my/assets/restaurant/2365/gallery/5cd777335f2c1f10e0e7ebce799ff83f_sq.jpg,Dessert,Selangor,18,15%,8,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2367,"Restaurant Gamelan (Oasis Square)",http://offpeak.my/restaurant/2367/restaurant-gamelan-oasis-square,http://offpeak.my/assets/restaurant/2367/gallery/24a4d1a49388b07ef877edac121dda0d_sq.jpg,Malay,Selangor,82,25%,7,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2371,"MMZ Bistro (Dang Wangi)",http://offpeak.my/restaurant/2371/mmz-bistro-dang-wangi,http://offpeak.my/assets/restaurant/2371/gallery/fb0afdab75b2b0e2336cb53d89401e6b_sq.jpg,"Malaysia Fusion","Kuala Lumpur",5,20%,6,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2372,"Rangeela (Shaftsbury Square)",http://offpeak.my/restaurant/2372/rangeela-shaftsbury-square,http://offpeak.my/assets/restaurant/2372/gallery/0d324fe3963c1e7335184fdca8d0df28_sq.jpg,Pakistani,Selangor,25,10%,5,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2373,"Happy De Cafe (Bdr Sri Rampai)",http://offpeak.my/restaurant/2373/happy-de-cafe-bdr-sri-rampai,http://offpeak.my/assets/restaurant/2373/gallery/a0d6bc5b37927edacd951628c1366c64_sq.jpg,Fusion,"Kuala Lumpur",331,20%,4,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2376,"Sol 28 (Menara Hap Seng)",http://offpeak.my/restaurant/2376/sol-28-menara-hap-seng,http://offpeak.my/assets/restaurant/2376/gallery/fbb980c204f9612001c634482c243def_sq.jpg,Café,Bistro,181,20%,3,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2377,"Temptations (Renaissance KL Hotel)",http://offpeak.my/restaurant/2377/temptations-renaissance-kl-hotel,http://offpeak.my/assets/restaurant/2377/gallery/f7ef348b531c519cc65dab11cd55e381_sq.JPG,International,"Kuala Lumpur",16,30%,2,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2378,"Dynasty (Renaissance KL Hotel)",http://offpeak.my/restaurant/2378/dynasty-renaissance-kl-hotel,http://offpeak.my/assets/restaurant/2378/gallery/b4afb2e85821b67202f8f6ab9a37cf98_sq.jpg,Chinese,"Kuala Lumpur",42,25%,1,18,"2017-04-28 11:52:21","2017-04-28 11:52:21",0
2380,"Vegetarian (Mayang Oasis Foodcourt)",http://offpeak.my/restaurant/2380/vegetarian-mayang-oasis-foodcourt,http://offpeak.my/assets/restaurant/2380/gallery/a5d7be05d85dab9ffdab50997f163f87_sq.jpg,Asian,Selangor,10,10%,20,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2382,"Canadian 2 For 1 Pizza (Wisma Volkswagen)",http://offpeak.my/restaurant/2382/canadian-2-for-1-pizza-wisma-volkswagen,http://offpeak.my/assets/restaurant/2382/gallery/d3c29e0fbb67217a65202251c35264be_sq.jpg,Western,"Kuala Lumpur",64,20%,9,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2383,"Canadian 2 For 1 Pizza (Ampang)",http://offpeak.my/restaurant/2383/canadian-2-for-1-pizza-ampang,http://offpeak.my/assets/restaurant/2383/gallery/5849c603c3c0aea82b4507b4f8bb3046_sq.jpg,Western,"Kuala Lumpur",34,20%,19,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2384,"Canadian 2 For 1 Pizza (SS3)",http://offpeak.my/restaurant/2384/canadian-2-for-1-pizza-ss3,http://offpeak.my/assets/restaurant/2384/gallery/c511f40d00d5a89d33e8a82d5d3bbd2f_sq.jpg,Western,Selangor,26,20%,18,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2385,"Canadian 2 For 1 Pizza (SS2)",http://offpeak.my/restaurant/2385/canadian-2-for-1-pizza-ss2,http://offpeak.my/assets/restaurant/2385/gallery/d3c29e0fbb67217a65202251c35264be_sq.jpg,Western,Selangor,51,20%,17,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2386,"Canadian 2 For 1 Pizza (Plaza Damas)",http://offpeak.my/restaurant/2386/canadian-2-for-1-pizza-plaza-damas,http://offpeak.my/assets/restaurant/2386/gallery/ed86c20f4025222112d36f5115987920_sq.jpg,Western,"Kuala Lumpur",50,20%,16,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2387,"Canadian 2 For 1 Pizza (Subang USJ)",http://offpeak.my/restaurant/2387/canadian-2-for-1-pizza-subang-usj,http://offpeak.my/assets/restaurant/2387/gallery/fb9909106fa0715be2ba808a475d1b5e_sq.jpg,Western,Selangor,36,20%,15,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2388,"Canadian 2 For 1 Pizza (Jln Putra KL)",http://offpeak.my/restaurant/2388/canadian-2-for-1-pizza-jln-putra-kl,http://offpeak.my/assets/restaurant/2388/gallery/3615e3855a8c10c6db1673d5c2fc0379_sq.jpg,Western,"Kuala Lumpur",41,20%,14,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2389,"Canadian 2 For 1 Pizza (Puchong)",http://offpeak.my/restaurant/2389/canadian-2-for-1-pizza-puchong,http://offpeak.my/assets/restaurant/2389/gallery/aa5e6103654560d609ff9d6ff480760b_sq.jpg,Western,Selangor,25,20%,13,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2390,"Canadian 2 For 1 Pizza (Bukit Jalil)",http://offpeak.my/restaurant/2390/canadian-2-for-1-pizza-bukit-jalil,http://offpeak.my/assets/restaurant/2390/gallery/1e6b8faefde25ebcc75f45139c1bdb5f_sq.jpg,Western,"Kuala Lumpur",102,20%,12,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2393,"Restaurant Ikar (Kepong)",http://offpeak.my/restaurant/2393/restaurant-ikar-kepong,http://offpeak.my/assets/restaurant/2393/gallery/037c6d827900a534b2d29842b9cdf830_sq.jpg,Asian,"Kuala Lumpur",383,20%,11,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2394,"Kopi Loewak (Penang)",http://offpeak.my/restaurant/2394/kopi-loewak-penang,http://offpeak.my/assets/restaurant/2394/gallery/1b46c58f4f1613fe209ed0f56dabd825_sq.jpg,Café,Bistro,12,20%,10,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2396,"Boxer Republic (Puchong)",http://offpeak.my/restaurant/2396/boxer-republic-puchong,http://offpeak.my/assets/restaurant/2396/gallery/cd388ae90a29333d02b6294b43e54942_sq.jpg,Western,Selangor,228,10%,8,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2398,"Wakao (Penang)",http://offpeak.my/restaurant/2398/wakao-penang,http://offpeak.my/assets/restaurant/2398/gallery/d561cc85136f55464a85c6c58bdc5955_sq.jpg,Dessert,Penang,44,10%,7,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2399,"Goh Teo Kee Restauarnt (Sungai Ara)",http://offpeak.my/restaurant/2399/goh-teo-kee-restauarnt-sungai-ara,http://offpeak.my/assets/restaurant/2399/gallery/99599cbce51bcad44e86c6fb0a255f4e_sq.JPG,Chinese,Penang,38,15%,6,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2400,"Syawins Jiddan Cafe (Seberang Perai)",http://offpeak.my/restaurant/2400/syawins-jiddan-cafe-seberang-perai,http://offpeak.my/assets/restaurant/2400/gallery/cdee98b939428957718a1bf385630dcf_sq.jpg,Malay,Penang,12,30%,5,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2401,"Barista Cafe & Casa de Pizzeria (Penang)",http://offpeak.my/restaurant/2401/barista-cafe-casa-de-pizzeria-penang,http://offpeak.my/assets/restaurant/2401/gallery/9757545f4d09e92686643d95655753d0_sq.jpg,Italian,Penang,109,20%,4,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2402,"Berlinz Square (Karpal Singh Drive)",http://offpeak.my/restaurant/2402/berlinz-square-karpal-singh-drive,http://offpeak.my/assets/restaurant/2402/gallery/cea5876bd3855b5535d67bba05404e66_sq.jpg,Western,Penang,62,15%,3,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2403,"Coastal Cafe @ Karpal Singh Drive (Penang)",http://offpeak.my/restaurant/2403/coastal-cafe-at-karpal-singh-drive-penang,http://offpeak.my/assets/restaurant/2403/gallery/3e94edc110c23ce7389ab1eb4a51d1aa_sq.jpg,Café,Bistro,26,10%,2,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2406,"Downtown Art Heritage Cafe (Penang)",http://offpeak.my/restaurant/2406/downtown-art-heritage-cafe-penang,http://offpeak.my/assets/restaurant/2406/gallery/f1522d24415b439deab0f234d98a7019_sq.jpg,Café,Bistro,60,20%,1,17,"2017-04-28 11:52:20","2017-04-28 11:52:20",0
2409,"Kedai Kopi Chip Heng (Seberang Perai)",http://offpeak.my/restaurant/2409/kedai-kopi-chip-heng-seberang-perai,http://offpeak.my/assets/restaurant/2409/gallery/44d2a7d4e0a1873f8bc525a668b9f29d_sq.jpg,Asian,Penang,1,10%,19,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2411,"The One Noodles 传一 (Penang)",http://offpeak.my/restaurant/2411/the-one-noodles-penang,http://offpeak.my/assets/restaurant/2411/gallery/a32aba56ad9a159a619f9692f28bc1a0_sq.jpg,Chinese,Penang,212,10%,18,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2412,"Barista Haus (Penang)",http://offpeak.my/restaurant/2412/barista-haus-penang,http://offpeak.my/assets/restaurant/2412/gallery/b312425f6e15bc20e75205e876ea6d4b_sq.jpg,Café,Bistro,239,30%,17,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2414,"Burlesque (Penang)",http://offpeak.my/restaurant/2414/burlesque-penang,http://offpeak.my/assets/restaurant/2414/gallery/16c2cac65bf842373aab258eeca1dca1_sq.jpg,"Pub & Bar",Penang,10,30%,16,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2416,"Ngon Restaurant (Penang)",http://offpeak.my/restaurant/2416/ngon-restaurant-penang,http://offpeak.my/assets/restaurant/2416/gallery/35dbf11005d055867a68ecc4860c142f_sq.jpg,Vietnamese,Penang,62,20%,15,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2418,"Boiling Steamboat & Dim Sum 滾一滾 (Penang)",http://offpeak.my/restaurant/2418/boiling-steamboat-dim-sum-penang,http://offpeak.my/assets/restaurant/2418/gallery/a3cab8228cd8d4ac3b0b5139978a7bdc_sq.jpg,Steamboat,Penang,27,10%,14,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2419,"Wheat Connection Bakery (Penang)",http://offpeak.my/restaurant/2419/wheat-connection-bakery-penang,http://offpeak.my/assets/restaurant/2419/gallery/75653418ed40fb8c13baab8ef97cbe14_sq.jpg,Bakery,Penang,40,20%,13,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2421,"Little Yong Sing Restaurant (Penang)",http://offpeak.my/restaurant/2421/little-yong-sing-restaurant-penang,http://offpeak.my/assets/restaurant/2421/gallery/90f188571257d345f454f26e52e1150d_sq.jpg,Steamboat,Penang,96,25%,12,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
2422,"Gia Xiang Restaurant ( Butterworth )",http://offpeak.my/restaurant/2422/gia-xiang-restaurant-butterworth,http://offpeak.my/assets/restaurant/2422/gallery/57f1b671975b9229b3bb36176183c119_sq.jpg,Steamboat,Penang,153,10%,11,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
